,id,full_text,tokens,date,sentiment
105653,1251836522485202944,"Good News!

No active positive case remains in Goa as the 7th patient has been recovered.

There is no new positive cases reported in Goa after 3rd April 2020.

Thanks to all the frontline workers. 🙏

Timely lockdown by @narendramodi sir.🙏","['good', 'news', 'active', 'positive', 'case', 'remains', 'goa', '7th', 'patient', 'recovered', 'new', 'positive', 'cases', 'reported', 'goa', '3rd', 'april', '2020', 'thanks', 'frontline', 'workers', 'timely', 'lockdown', 'sir']",2020-04-19,0.218290043290043
1359820,1244792130578628608,"It's 19.2 times more deadly than the flu by current numbers. 
#COVID19 #ShutUSDown #NationalStayAtHomeOrder #StayHomeSaveLives #ThisIsPublicHealth","['192', 'times', 'deadly', 'flu', 'current', 'numbers', 'covid19', 'shutusdown', 'nationalstayathomeorder', 'stayhomesavelives', 'thisispublichealth']",2020-03-31,0.099999999999999
1617695,1248003168660647936,@AseesFoundation going live during #SocialDistanacing sharing info #distancelearning #ParentingInLockdown and new federal budget subsidy for families due to #COVID19 #SelfIsolation #coronavirus #MissisaugaHayundaii @superfan_nav @PrabSarkaria @GoFundADream,"['going', 'live', 'socialdistanacing', 'sharing', 'info', 'distancelearning', 'parentinginlockdown', 'new', 'federal', 'budget', 'subsidy', 'families', 'due', 'covid19', 'selfisolation', 'coronavirus', 'missisaugahayundaii']",2020-04-08,0.049242424242424004
670903,1260336904379068417,"In spite of the #covid19 #lockdown, @JKYTU_KERAN continues to deliver vital food assistance to the people of #Keran.","['spite', 'covid19', 'lockdown', 'continues', 'deliver', 'vital', 'food', 'assistance', 'people', 'keran']",2020-05-12,0.1
468443,1255345550037266440,"Ford Motor Co on Tuesday posted a $2 billion first-quarter loss due to the impact of the coronavirus pandemic and said it expected its loss in the second quarter to more than double

#COVIDー19 #lockdown","['ford', 'motor', 'co', 'tuesday', 'posted', '2', 'billion', 'firstquarter', 'loss', 'due', 'impact', 'coronavirus', 'pandemic', 'said', 'expected', 'loss', 'second', 'quarter', 'double', 'covidー19', 'lockdown']",2020-04-29,0.05500000000000001
1467749,1247410065319002113,"Chinese tourist sites packed as country comes out of lockdown, but experts say risk still high","['chinese', 'tourist', 'sites', 'packed', 'country', 'comes', 'lockdown', 'experts', 'say', 'risk', 'still', 'high']",2020-04-07,0.08
1151823,1242246813496651777,@CalMarijuanaLaw  Less than a week after my husband passed and; a day after getting laid off I had to leave quarantine and; my kids to go take a state mandated drug test because I admitted to smoking marijuana in CA a legal state.  What is this world?  #CoronaVirus #PoorPeopleproblems,"['less', 'week', 'husband', 'passed', 'day', 'getting', 'laid', 'leave', 'quarantine', 'kids', 'go', 'take', 'state', 'mandated', 'drug', 'test', 'admitted', 'smoking', 'marijuana', 'ca', 'legal', 'state', 'world', 'coronavirus', 'poorpeopleproblems']",2020-03-24,0.016666666666666
951537,1231692065303601154,Four cruise ship passengers in UK test positive for coronavirus - AOL - clearly 2 weeks quarantine is not anywhere near long enough. Urgent re think needed before even more UK citizens put at risk!!!😡,"['four', 'cruise', 'ship', 'passengers', 'uk', 'test', 'positive', 'coronavirus', 'aol', 'clearly', '2', 'weeks', 'quarantine', 'anywhere', 'near', 'long', 'enough', 'urgent', 'think', 'needed', 'even', 'uk', 'citizens', 'put', 'risk']",2020-02-23,0.14621212121212102
404795,1255906223603548160,"@Nigel_Farage @BorisJohnson Dr Michael Ryan WHO
""Sweden, which avoided mass coronavirus lockdowns, should be 'MODEL' for the world"" 
Listen from 40 minutes
????????
#Sweden #Lockdown #WHO","['dr', 'michael', 'ryan', 'sweden', 'avoided', 'mass', 'coronavirus', 'lockdowns', 'model', 'world', 'listen', '40', 'minutes', 'sweden', 'lockdown']",2020-04-30,0.0
688641,1259806845843075078,Coronavirus: Wuhan in first virus cluster since end of lockdown,"['coronavirus', 'wuhan', 'first', 'virus', 'cluster', 'since', 'end', 'lockdown']",2020-05-11,0.25
